Date,Age,Sex,deaths_new,ISO
2020-04-24,0-4,b,0.0,AUT
2020-04-24,0-4,f,0.0,AUT
2020-04-24,0-4,m,0.0,AUT
2020-04-24,15-24,b,0.0,AUT
2020-04-24,15-24,f,0.0,AUT
2020-04-24,15-24,m,0.0,AUT
2020-04-24,25-34,b,0.0,AUT
2020-04-24,25-34,f,0.0,AUT
2020-04-24,25-34,m,0.0,AUT
2020-04-24,35-44,b,0.0,AUT
2020-04-24,35-44,f,0.0,AUT
2020-04-24,35-44,m,0.0,AUT
2020-04-24,45-54,b,0.0,AUT
2020-04-24,45-54,f,0.0,AUT
2020-04-24,45-54,m,0.0,AUT
2020-04-24,5-14,b,0.0,AUT
2020-04-24,5-14,f,0.0,AUT
2020-04-24,5-14,m,0.0,AUT
2020-04-24,55-64,b,1.0,AUT
2020-04-24,55-64,f,1.0,AUT
2020-04-24,55-64,m,0.0,AUT
2020-04-24,65-74,b,1.0,AUT
2020-04-24,65-74,f,0.0,AUT
2020-04-24,65-74,m,1.0,AUT
2020-04-24,75-84,b,4.0,AUT
2020-04-24,75-84,f,2.0,AUT
2020-04-24,75-84,m,2.0,AUT
2020-04-24,85+,b,2.0,AUT
2020-04-24,85+,f,1.0,AUT
2020-04-24,85+,m,1.0,AUT
2020-04-25,0-4,b,0.0,AUT
2020-04-25,0-4,f,0.0,AUT
2020-04-25,0-4,m,0.0,AUT
2020-04-25,15-24,b,0.0,AUT
2020-04-25,15-24,f,0.0,AUT
2020-04-25,15-24,m,0.0,AUT
2020-04-25,25-34,b,0.0,AUT
2020-04-25,25-34,f,0.0,AUT
2020-04-25,25-34,m,0.0,AUT
2020-04-25,35-44,b,0.0,AUT
2020-04-25,35-44,f,0.0,AUT
2020-04-25,35-44,m,0.0,AUT
2020-04-25,45-54,b,1.0,AUT
2020-04-25,45-54,f,0.0,AUT
2020-04-25,45-54,m,1.0,AUT
2020-04-25,5-14,b,0.0,AUT
2020-04-25,5-14,f,0.0,AUT
2020-04-25,5-14,m,0.0,AUT
2020-04-25,55-64,b,0.0,AUT
2020-04-25,55-64,f,0.0,AUT
2020-04-25,55-64,m,0.0,AUT
2020-04-25,65-74,b,1.0,AUT
2020-04-25,65-74,f,1.0,AUT
2020-04-25,65-74,m,0.0,AUT
2020-04-25,75-84,b,0.0,AUT
2020-04-25,75-84,f,0.0,AUT
2020-04-25,75-84,m,0.0,AUT
2020-04-25,85+,b,1.0,AUT
2020-04-25,85+,f,0.0,AUT
2020-04-25,85+,m,1.0,AUT
2020-04-26,0-4,b,0.0,AUT
2020-04-26,0-4,f,0.0,AUT
2020-04-26,0-4,m,0.0,AUT
2020-04-26,15-24,b,0.0,AUT
2020-04-26,15-24,f,0.0,AUT
2020-04-26,15-24,m,0.0,AUT
2020-04-26,25-34,b,0.0,AUT
2020-04-26,25-34,f,0.0,AUT
2020-04-26,25-34,m,0.0,AUT
2020-04-26,35-44,b,0.0,AUT
2020-04-26,35-44,f,0.0,AUT
2020-04-26,35-44,m,0.0,AUT
2020-04-26,45-54,b,0.0,AUT
2020-04-26,45-54,f,0.0,AUT
2020-04-26,45-54,m,0.0,AUT
2020-04-26,5-14,b,0.0,AUT
2020-04-26,5-14,f,0.0,AUT
2020-04-26,5-14,m,0.0,AUT
2020-04-26,55-64,b,0.0,AUT
2020-04-26,55-64,f,0.0,AUT
2020-04-26,55-64,m,0.0,AUT
2020-04-26,65-74,b,1.0,AUT
2020-04-26,65-74,f,0.0,AUT
2020-04-26,65-74,m,1.0,AUT
2020-04-26,75-84,b,3.0,AUT
2020-04-26,75-84,f,1.0,AUT
2020-04-26,75-84,m,2.0,AUT
2020-04-26,85+,b,3.0,AUT
2020-04-26,85+,f,2.0,AUT
2020-04-26,85+,m,1.0,AUT
2020-04-27,0-4,b,0.0,AUT
2020-04-27,0-4,f,0.0,AUT
2020-04-27,0-4,m,0.0,AUT
2020-04-27,15-24,b,0.0,AUT
2020-04-27,15-24,f,0.0,AUT
2020-04-27,15-24,m,0.0,AUT
2020-04-27,25-34,b,0.0,AUT
2020-04-27,25-34,f,0.0,AUT
2020-04-27,25-34,m,0.0,AUT
2020-04-27,35-44,b,0.0,AUT
2020-04-27,35-44,f,0.0,AUT
2020-04-27,35-44,m,0.0,AUT
2020-04-27,45-54,b,0.0,AUT
2020-04-27,45-54,f,0.0,AUT
2020-04-27,45-54,m,0.0,AUT
2020-04-27,5-14,b,0.0,AUT
2020-04-27,5-14,f,0.0,AUT
2020-04-27,5-14,m,0.0,AUT
2020-04-27,55-64,b,1.0,AUT
2020-04-27,55-64,f,0.0,AUT
2020-04-27,55-64,m,1.0,AUT
2020-04-27,65-74,b,2.0,AUT
2020-04-27,65-74,f,1.0,AUT
2020-04-27,65-74,m,1.0,AUT
2020-04-27,75-84,b,2.0,AUT
2020-04-27,75-84,f,1.0,AUT
2020-04-27,75-84,m,1.0,AUT
2020-04-27,85+,b,4.0,AUT
2020-04-27,85+,f,1.0,AUT
2020-04-27,85+,m,3.0,AUT
2020-04-28,0-4,b,0.0,AUT
2020-04-28,0-4,f,0.0,AUT
2020-04-28,0-4,m,0.0,AUT
2020-04-28,15-24,b,0.0,AUT
2020-04-28,15-24,f,0.0,AUT
2020-04-28,15-24,m,0.0,AUT
2020-04-28,25-34,b,0.0,AUT
2020-04-28,25-34,f,0.0,AUT
2020-04-28,25-34,m,0.0,AUT
2020-04-28,35-44,b,0.0,AUT
2020-04-28,35-44,f,0.0,AUT
2020-04-28,35-44,m,0.0,AUT
2020-04-28,45-54,b,1.0,AUT
2020-04-28,45-54,f,1.0,AUT
2020-04-28,45-54,m,0.0,AUT
2020-04-28,5-14,b,0.0,AUT
2020-04-28,5-14,f,0.0,AUT
2020-04-28,5-14,m,0.0,AUT
2020-04-28,55-64,b,0.0,AUT
2020-04-28,55-64,f,0.0,AUT
2020-04-28,55-64,m,0.0,AUT
2020-04-28,65-74,b,1.0,AUT
2020-04-28,65-74,f,0.0,AUT
2020-04-28,65-74,m,1.0,AUT
2020-04-28,75-84,b,5.0,AUT
2020-04-28,75-84,f,2.0,AUT
2020-04-28,75-84,m,3.0,AUT
2020-04-28,85+,b,4.0,AUT
2020-04-28,85+,f,2.0,AUT
2020-04-28,85+,m,2.0,AUT
2020-04-29,0-4,b,0.0,AUT
2020-04-29,0-4,f,0.0,AUT
2020-04-29,0-4,m,0.0,AUT
2020-04-29,15-24,b,0.0,AUT
2020-04-29,15-24,f,0.0,AUT
2020-04-29,15-24,m,0.0,AUT
2020-04-29,25-34,b,0.0,AUT
2020-04-29,25-34,f,0.0,AUT
2020-04-29,25-34,m,0.0,AUT
2020-04-29,35-44,b,0.0,AUT
2020-04-29,35-44,f,0.0,AUT
2020-04-29,35-44,m,0.0,AUT
2020-04-29,45-54,b,1.0,AUT
2020-04-29,45-54,f,0.0,AUT
2020-04-29,45-54,m,1.0,AUT
2020-04-29,5-14,b,0.0,AUT
2020-04-29,5-14,f,0.0,AUT
2020-04-29,5-14,m,0.0,AUT
2020-04-29,55-64,b,0.0,AUT
2020-04-29,55-64,f,0.0,AUT
2020-04-29,55-64,m,0.0,AUT
2020-04-29,65-74,b,1.0,AUT
2020-04-29,65-74,f,1.0,AUT
2020-04-29,65-74,m,0.0,AUT
2020-04-29,75-84,b,3.0,AUT
2020-04-29,75-84,f,1.0,AUT
2020-04-29,75-84,m,2.0,AUT
2020-04-29,85+,b,6.0,AUT
2020-04-29,85+,f,3.0,AUT
2020-04-29,85+,m,3.0,AUT
2020-04-30,0-4,b,0.0,AUT
2020-04-30,0-4,f,0.0,AUT
2020-04-30,0-4,m,0.0,AUT
2020-04-30,15-24,b,0.0,AUT
2020-04-30,15-24,f,0.0,AUT
2020-04-30,15-24,m,0.0,AUT
2020-04-30,25-34,b,0.0,AUT
2020-04-30,25-34,f,0.0,AUT
2020-04-30,25-34,m,0.0,AUT
2020-04-30,35-44,b,0.0,AUT
2020-04-30,35-44,f,0.0,AUT
2020-04-30,35-44,m,0.0,AUT
2020-04-30,45-54,b,0.0,AUT
2020-04-30,45-54,f,0.0,AUT
2020-04-30,45-54,m,0.0,AUT
2020-04-30,5-14,b,0.0,AUT
2020-04-30,5-14,f,0.0,AUT
2020-04-30,5-14,m,0.0,AUT
2020-04-30,55-64,b,0.0,AUT
2020-04-30,55-64,f,0.0,AUT
2020-04-30,55-64,m,0.0,AUT
2020-04-30,65-74,b,0.0,AUT
2020-04-30,65-74,f,0.0,AUT
2020-04-30,65-74,m,1.0,AUT
2020-04-30,75-84,b,2.0,AUT
2020-04-30,75-84,f,0.0,AUT
2020-04-30,75-84,m,3.0,AUT
2020-04-30,85+,b,2.0,AUT
2020-04-30,85+,f,0.0,AUT
2020-04-30,85+,m,4.0,AUT
2020-05-01,0-4,b,0.0,AUT
2020-05-01,0-4,f,0.0,AUT
2020-05-01,0-4,m,0.0,AUT
2020-05-01,15-24,b,0.0,AUT
2020-05-01,15-24,f,0.0,AUT
2020-05-01,15-24,m,0.0,AUT
2020-05-01,25-34,b,0.0,AUT
2020-05-01,25-34,f,0.0,AUT
2020-05-01,25-34,m,0.0,AUT
2020-05-01,35-44,b,0.0,AUT
2020-05-01,35-44,f,0.0,AUT
2020-05-01,35-44,m,0.0,AUT
2020-05-01,45-54,b,0.0,AUT
2020-05-01,45-54,f,0.0,AUT
2020-05-01,45-54,m,0.0,AUT
2020-05-01,5-14,b,0.0,AUT
2020-05-01,5-14,f,0.0,AUT
2020-05-01,5-14,m,0.0,AUT
2020-05-01,55-64,b,0.0,AUT
2020-05-01,55-64,f,0.0,AUT
2020-05-01,55-64,m,0.0,AUT
2020-05-01,65-74,b,0.0,AUT
2020-05-01,65-74,f,1.0,AUT
2020-05-01,65-74,m,0.0,AUT
2020-05-01,75-84,b,2.0,AUT
2020-05-01,75-84,f,3.0,AUT
2020-05-01,75-84,m,0.0,AUT
2020-05-01,85+,b,4.0,AUT
2020-05-01,85+,f,4.0,AUT
2020-05-01,85+,m,0.0,AUT
2020-05-02,0-4,b,0.0,AUT
2020-05-02,0-4,f,0.0,AUT
2020-05-02,0-4,m,0.0,AUT
2020-05-02,15-24,b,0.0,AUT
2020-05-02,15-24,f,0.0,AUT
2020-05-02,15-24,m,0.0,AUT
2020-05-02,25-34,b,0.0,AUT
2020-05-02,25-34,f,0.0,AUT
2020-05-02,25-34,m,0.0,AUT
2020-05-02,35-44,b,0.0,AUT
2020-05-02,35-44,f,0.0,AUT
2020-05-02,35-44,m,0.0,AUT
2020-05-02,45-54,b,0.0,AUT
2020-05-02,45-54,f,0.0,AUT
2020-05-02,45-54,m,0.0,AUT
2020-05-02,5-14,b,0.0,AUT
2020-05-02,5-14,f,0.0,AUT
2020-05-02,5-14,m,0.0,AUT
2020-05-02,55-64,b,0.0,AUT
2020-05-02,55-64,f,0.0,AUT
2020-05-02,55-64,m,0.0,AUT
2020-05-02,65-74,b,0.0,AUT
2020-05-02,65-74,f,0.0,AUT
2020-05-02,65-74,m,1.0,AUT
2020-05-02,75-84,b,3.0,AUT
2020-05-02,75-84,f,0.0,AUT
2020-05-02,75-84,m,4.0,AUT
2020-05-02,85+,b,2.0,AUT
2020-05-02,85+,f,0.0,AUT
2020-05-02,85+,m,3.0,AUT
2020-05-03,0-4,b,0.0,AUT
2020-05-03,0-4,f,0.0,AUT
2020-05-03,0-4,m,0.0,AUT
2020-05-03,15-24,b,0.0,AUT
2020-05-03,15-24,f,0.0,AUT
2020-05-03,15-24,m,0.0,AUT
2020-05-03,25-34,b,0.0,AUT
2020-05-03,25-34,f,0.0,AUT
2020-05-03,25-34,m,0.0,AUT
2020-05-03,35-44,b,0.0,AUT
2020-05-03,35-44,f,0.0,AUT
2020-05-03,35-44,m,0.0,AUT
2020-05-03,45-54,b,1.0,AUT
2020-05-03,45-54,f,0.0,AUT
2020-05-03,45-54,m,1.0,AUT
2020-05-03,5-14,b,0.0,AUT
2020-05-03,5-14,f,0.0,AUT
2020-05-03,5-14,m,0.0,AUT
2020-05-03,55-64,b,0.0,AUT
2020-05-03,55-64,f,0.0,AUT
2020-05-03,55-64,m,0.0,AUT
2020-05-03,65-74,b,0.0,AUT
2020-05-03,65-74,f,0.0,AUT
2020-05-03,65-74,m,0.0,AUT
2020-05-03,75-84,b,0.0,AUT
2020-05-03,75-84,f,0.0,AUT
2020-05-03,75-84,m,0.0,AUT
2020-05-03,85+,b,1.0,AUT
2020-05-03,85+,f,0.0,AUT
2020-05-03,85+,m,1.0,AUT
2020-05-04,0-4,b,0.0,AUT
2020-05-04,0-4,f,0.0,AUT
2020-05-04,0-4,m,0.0,AUT
2020-05-04,15-24,b,0.0,AUT
2020-05-04,15-24,f,0.0,AUT
2020-05-04,15-24,m,0.0,AUT
2020-05-04,25-34,b,0.0,AUT
2020-05-04,25-34,f,0.0,AUT
2020-05-04,25-34,m,0.0,AUT
2020-05-04,35-44,b,0.0,AUT
2020-05-04,35-44,f,0.0,AUT
2020-05-04,35-44,m,0.0,AUT
2020-05-04,45-54,b,0.0,AUT
2020-05-04,45-54,f,0.0,AUT
2020-05-04,45-54,m,0.0,AUT
2020-05-04,5-14,b,0.0,AUT
2020-05-04,5-14,f,0.0,AUT
2020-05-04,5-14,m,0.0,AUT
2020-05-04,55-64,b,0.0,AUT
2020-05-04,55-64,f,0.0,AUT
2020-05-04,55-64,m,0.0,AUT
2020-05-04,65-74,b,0.0,AUT
2020-05-04,65-74,f,0.0,AUT
2020-05-04,65-74,m,0.0,AUT
2020-05-04,75-84,b,1.0,AUT
2020-05-04,75-84,f,1.0,AUT
2020-05-04,75-84,m,0.0,AUT
2020-05-04,85+,b,1.0,AUT
2020-05-04,85+,f,1.0,AUT
2020-05-04,85+,m,0.0,AUT
2020-05-05,0-4,b,0.0,AUT
2020-05-05,0-4,f,0.0,AUT
2020-05-05,0-4,m,0.0,AUT
2020-05-05,15-24,b,0.0,AUT
2020-05-05,15-24,f,0.0,AUT
2020-05-05,15-24,m,0.0,AUT
2020-05-05,25-34,b,0.0,AUT
2020-05-05,25-34,f,0.0,AUT
2020-05-05,25-34,m,0.0,AUT
2020-05-05,35-44,b,0.0,AUT
2020-05-05,35-44,f,0.0,AUT
2020-05-05,35-44,m,0.0,AUT
2020-05-05,45-54,b,0.0,AUT
2020-05-05,45-54,f,0.0,AUT
2020-05-05,45-54,m,0.0,AUT
2020-05-05,5-14,b,0.0,AUT
2020-05-05,5-14,f,0.0,AUT
2020-05-05,5-14,m,0.0,AUT
2020-05-05,55-64,b,0.0,AUT
2020-05-05,55-64,f,0.0,AUT
2020-05-05,55-64,m,0.0,AUT
2020-05-05,65-74,b,0.0,AUT
2020-05-05,65-74,f,0.0,AUT
2020-05-05,65-74,m,0.0,AUT
2020-05-05,75-84,b,1.0,AUT
2020-05-05,75-84,f,0.0,AUT
2020-05-05,75-84,m,1.0,AUT
2020-05-05,85+,b,1.0,AUT
2020-05-05,85+,f,0.0,AUT
2020-05-05,85+,m,1.0,AUT
2020-05-06,0-4,b,0.0,AUT
2020-05-06,0-4,f,0.0,AUT
2020-05-06,0-4,m,0.0,AUT
2020-05-06,15-24,b,0.0,AUT
2020-05-06,15-24,f,0.0,AUT
2020-05-06,15-24,m,0.0,AUT
2020-05-06,25-34,b,0.0,AUT
2020-05-06,25-34,f,0.0,AUT
2020-05-06,25-34,m,0.0,AUT
2020-05-06,35-44,b,0.0,AUT
2020-05-06,35-44,f,0.0,AUT
2020-05-06,35-44,m,0.0,AUT
2020-05-06,45-54,b,0.0,AUT
2020-05-06,45-54,f,0.0,AUT
2020-05-06,45-54,m,0.0,AUT
2020-05-06,5-14,b,0.0,AUT
2020-05-06,5-14,f,0.0,AUT
2020-05-06,5-14,m,0.0,AUT
2020-05-06,55-64,b,0.0,AUT
2020-05-06,55-64,f,0.0,AUT
2020-05-06,55-64,m,0.0,AUT
2020-05-06,65-74,b,2.0,AUT
2020-05-06,65-74,f,1.0,AUT
2020-05-06,65-74,m,1.0,AUT
2020-05-06,75-84,b,2.0,AUT
2020-05-06,75-84,f,1.0,AUT
2020-05-06,75-84,m,1.0,AUT
2020-05-06,85+,b,1.0,AUT
2020-05-06,85+,f,1.0,AUT
2020-05-06,85+,m,0.0,AUT
2020-05-07,0-4,b,0.0,AUT
2020-05-07,0-4,f,0.0,AUT
2020-05-07,0-4,m,0.0,AUT
2020-05-07,15-24,b,0.0,AUT
2020-05-07,15-24,f,0.0,AUT
2020-05-07,15-24,m,0.0,AUT
2020-05-07,25-34,b,0.0,AUT
2020-05-07,25-34,f,0.0,AUT
2020-05-07,25-34,m,0.0,AUT
2020-05-07,35-44,b,0.0,AUT
2020-05-07,35-44,f,0.0,AUT
2020-05-07,35-44,m,0.0,AUT
2020-05-07,45-54,b,0.0,AUT
2020-05-07,45-54,f,0.0,AUT
2020-05-07,45-54,m,0.0,AUT
2020-05-07,5-14,b,0.0,AUT
2020-05-07,5-14,f,0.0,AUT
2020-05-07,5-14,m,0.0,AUT
2020-05-07,55-64,b,0.0,AUT
2020-05-07,55-64,f,0.0,AUT
2020-05-07,55-64,m,0.0,AUT
2020-05-07,65-74,b,0.0,AUT
2020-05-07,65-74,f,1.0,AUT
2020-05-07,65-74,m,0.0,AUT
2020-05-07,75-84,b,1.0,AUT
2020-05-07,75-84,f,3.0,AUT
2020-05-07,75-84,m,0.0,AUT
2020-05-07,85+,b,3.0,AUT
2020-05-07,85+,f,3.0,AUT
2020-05-07,85+,m,0.0,AUT
2020-05-08,0-4,b,0.0,AUT
2020-05-08,0-4,f,0.0,AUT
2020-05-08,0-4,m,0.0,AUT
2020-05-08,15-24,b,0.0,AUT
2020-05-08,15-24,f,0.0,AUT
2020-05-08,15-24,m,0.0,AUT
2020-05-08,25-34,b,0.0,AUT
2020-05-08,25-34,f,0.0,AUT
2020-05-08,25-34,m,0.0,AUT
2020-05-08,35-44,b,0.0,AUT
2020-05-08,35-44,f,0.0,AUT
2020-05-08,35-44,m,0.0,AUT
2020-05-08,45-54,b,0.0,AUT
2020-05-08,45-54,f,0.0,AUT
2020-05-08,45-54,m,0.0,AUT
2020-05-08,5-14,b,0.0,AUT
2020-05-08,5-14,f,0.0,AUT
2020-05-08,5-14,m,0.0,AUT
2020-05-08,55-64,b,0.0,AUT
2020-05-08,55-64,f,0.0,AUT
2020-05-08,55-64,m,0.0,AUT
2020-05-08,65-74,b,0.0,AUT
2020-05-08,65-74,f,0.0,AUT
2020-05-08,65-74,m,0.0,AUT
2020-05-08,75-84,b,1.0,AUT
2020-05-08,75-84,f,0.0,AUT
2020-05-08,75-84,m,1.0,AUT
2020-05-08,85+,b,0.0,AUT
2020-05-08,85+,f,0.0,AUT
2020-05-08,85+,m,0.0,AUT
2020-05-09,0-4,b,0.0,AUT
2020-05-09,0-4,f,0.0,AUT
2020-05-09,0-4,m,0.0,AUT
2020-05-09,15-24,b,0.0,AUT
2020-05-09,15-24,f,0.0,AUT
2020-05-09,15-24,m,0.0,AUT
2020-05-09,25-34,b,0.0,AUT
2020-05-09,25-34,f,0.0,AUT
2020-05-09,25-34,m,0.0,AUT
2020-05-09,35-44,b,0.0,AUT
2020-05-09,35-44,f,0.0,AUT
2020-05-09,35-44,m,0.0,AUT
2020-05-09,45-54,b,1.0,AUT
2020-05-09,45-54,f,1.0,AUT
2020-05-09,45-54,m,0.0,AUT
2020-05-09,5-14,b,0.0,AUT
2020-05-09,5-14,f,0.0,AUT
2020-05-09,5-14,m,0.0,AUT
2020-05-09,55-64,b,1.0,AUT
2020-05-09,55-64,f,0.0,AUT
2020-05-09,55-64,m,1.0,AUT
2020-05-09,65-74,b,0.0,AUT
2020-05-09,65-74,f,0.0,AUT
2020-05-09,65-74,m,0.0,AUT
2020-05-09,75-84,b,1.0,AUT
2020-05-09,75-84,f,0.0,AUT
2020-05-09,75-84,m,3.0,AUT
2020-05-09,85+,b,0.0,AUT
2020-05-09,85+,f,0.0,AUT
2020-05-09,85+,m,2.0,AUT
2020-05-10,0-4,b,0.0,AUT
2020-05-10,0-4,f,0.0,AUT
2020-05-10,0-4,m,0.0,AUT
2020-05-10,15-24,b,0.0,AUT
2020-05-10,15-24,f,0.0,AUT
2020-05-10,15-24,m,0.0,AUT
2020-05-10,25-34,b,0.0,AUT
2020-05-10,25-34,f,0.0,AUT
2020-05-10,25-34,m,0.0,AUT
2020-05-10,35-44,b,0.0,AUT
2020-05-10,35-44,f,0.0,AUT
2020-05-10,35-44,m,0.0,AUT
2020-05-10,45-54,b,0.0,AUT
2020-05-10,45-54,f,0.0,AUT
2020-05-10,45-54,m,0.0,AUT
2020-05-10,5-14,b,0.0,AUT
2020-05-10,5-14,f,0.0,AUT
2020-05-10,5-14,m,0.0,AUT
2020-05-10,55-64,b,0.0,AUT
2020-05-10,55-64,f,1.0,AUT
2020-05-10,55-64,m,0.0,AUT
2020-05-10,65-74,b,0.0,AUT
2020-05-10,65-74,f,1.0,AUT
2020-05-10,65-74,m,0.0,AUT
2020-05-10,75-84,b,0.0,AUT
2020-05-10,75-84,f,2.0,AUT
2020-05-10,75-84,m,0.0,AUT
2020-05-10,85+,b,1.0,AUT
2020-05-10,85+,f,3.0,AUT
2020-05-10,85+,m,0.0,AUT
2020-05-11,0-4,b,0.0,AUT
2020-05-11,0-4,f,0.0,AUT
2020-05-11,0-4,m,0.0,AUT
2020-05-11,15-24,b,0.0,AUT
2020-05-11,15-24,f,0.0,AUT
2020-05-11,15-24,m,0.0,AUT
2020-05-11,25-34,b,0.0,AUT
2020-05-11,25-34,f,0.0,AUT
2020-05-11,25-34,m,0.0,AUT
2020-05-11,35-44,b,0.0,AUT
2020-05-11,35-44,f,0.0,AUT
2020-05-11,35-44,m,0.0,AUT
2020-05-11,45-54,b,0.0,AUT
2020-05-11,45-54,f,0.0,AUT
2020-05-11,45-54,m,0.0,AUT
2020-05-11,5-14,b,0.0,AUT
2020-05-11,5-14,f,0.0,AUT
2020-05-11,5-14,m,0.0,AUT
2020-05-11,55-64,b,0.0,AUT
2020-05-11,55-64,f,0.0,AUT
2020-05-11,55-64,m,0.0,AUT
2020-05-11,65-74,b,1.0,AUT
2020-05-11,65-74,f,1.0,AUT
2020-05-11,65-74,m,0.0,AUT
2020-05-11,75-84,b,2.0,AUT
2020-05-11,75-84,f,1.0,AUT
2020-05-11,75-84,m,1.0,AUT
2020-05-11,85+,b,1.0,AUT
2020-05-11,85+,f,0.0,AUT
2020-05-11,85+,m,1.0,AUT
2020-05-12,0-4,b,0.0,AUT
2020-05-12,0-4,f,0.0,AUT
2020-05-12,0-4,m,0.0,AUT
2020-05-12,15-24,b,0.0,AUT
2020-05-12,15-24,f,0.0,AUT
2020-05-12,15-24,m,0.0,AUT
2020-05-12,25-34,b,0.0,AUT
2020-05-12,25-34,f,0.0,AUT
2020-05-12,25-34,m,0.0,AUT
2020-05-12,35-44,b,0.0,AUT
2020-05-12,35-44,f,0.0,AUT
2020-05-12,35-44,m,0.0,AUT
2020-05-12,45-54,b,0.0,AUT
2020-05-12,45-54,f,0.0,AUT
2020-05-12,45-54,m,0.0,AUT
2020-05-12,5-14,b,0.0,AUT
2020-05-12,5-14,f,0.0,AUT
2020-05-12,5-14,m,0.0,AUT
2020-05-12,55-64,b,0.0,AUT
2020-05-12,55-64,f,0.0,AUT
2020-05-12,55-64,m,0.0,AUT
2020-05-12,65-74,b,0.0,AUT
2020-05-12,65-74,f,0.0,AUT
2020-05-12,65-74,m,0.0,AUT
2020-05-12,75-84,b,3.0,AUT
2020-05-12,75-84,f,2.0,AUT
2020-05-12,75-84,m,1.0,AUT
2020-05-12,85+,b,1.0,AUT
2020-05-12,85+,f,1.0,AUT
2020-05-12,85+,m,0.0,AUT
2020-05-13,0-4,b,0.0,AUT
2020-05-13,0-4,f,0.0,AUT
2020-05-13,0-4,m,0.0,AUT
2020-05-13,15-24,b,0.0,AUT
2020-05-13,15-24,f,0.0,AUT
2020-05-13,15-24,m,0.0,AUT
2020-05-13,25-34,b,0.0,AUT
2020-05-13,25-34,f,0.0,AUT
2020-05-13,25-34,m,0.0,AUT
2020-05-13,35-44,b,0.0,AUT
2020-05-13,35-44,f,0.0,AUT
2020-05-13,35-44,m,0.0,AUT
2020-05-13,45-54,b,0.0,AUT
2020-05-13,45-54,f,0.0,AUT
2020-05-13,45-54,m,0.0,AUT
2020-05-13,5-14,b,0.0,AUT
2020-05-13,5-14,f,0.0,AUT
2020-05-13,5-14,m,0.0,AUT
2020-05-13,55-64,b,0.0,AUT
2020-05-13,55-64,f,0.0,AUT
2020-05-13,55-64,m,0.0,AUT
2020-05-13,65-74,b,0.0,AUT
2020-05-13,65-74,f,0.0,AUT
2020-05-13,65-74,m,0.0,AUT
2020-05-13,75-84,b,1.0,AUT
2020-05-13,75-84,f,0.0,AUT
2020-05-13,75-84,m,1.0,AUT
2020-05-13,85+,b,0.0,AUT
2020-05-13,85+,f,0.0,AUT
2020-05-13,85+,m,0.0,AUT
2020-05-14,0-4,b,0.0,AUT
2020-05-14,0-4,f,0.0,AUT
2020-05-14,0-4,m,0.0,AUT
2020-05-14,15-24,b,0.0,AUT
2020-05-14,15-24,f,0.0,AUT
2020-05-14,15-24,m,0.0,AUT
2020-05-14,25-34,b,0.0,AUT
2020-05-14,25-34,f,0.0,AUT
2020-05-14,25-34,m,0.0,AUT
2020-05-14,35-44,b,0.0,AUT
2020-05-14,35-44,f,0.0,AUT
2020-05-14,35-44,m,0.0,AUT
2020-05-14,45-54,b,0.0,AUT
2020-05-14,45-54,f,0.0,AUT
2020-05-14,45-54,m,0.0,AUT
2020-05-14,5-14,b,0.0,AUT
2020-05-14,5-14,f,0.0,AUT
2020-05-14,5-14,m,0.0,AUT
2020-05-14,55-64,b,0.0,AUT
2020-05-14,55-64,f,0.0,AUT
2020-05-14,55-64,m,0.0,AUT
2020-05-14,65-74,b,0.0,AUT
2020-05-14,65-74,f,0.0,AUT
2020-05-14,65-74,m,0.0,AUT
2020-05-14,75-84,b,1.0,AUT
2020-05-14,75-84,f,1.0,AUT
2020-05-14,75-84,m,0.0,AUT
2020-05-14,85+,b,0.0,AUT
2020-05-14,85+,f,0.0,AUT
2020-05-14,85+,m,0.0,AUT
2020-05-15,0-4,b,0.0,AUT
2020-05-15,0-4,f,0.0,AUT
2020-05-15,0-4,m,0.0,AUT
2020-05-15,15-24,b,0.0,AUT
2020-05-15,15-24,f,0.0,AUT
2020-05-15,15-24,m,0.0,AUT
2020-05-15,25-34,b,0.0,AUT
2020-05-15,25-34,f,0.0,AUT
2020-05-15,25-34,m,0.0,AUT
2020-05-15,35-44,b,0.0,AUT
2020-05-15,35-44,f,0.0,AUT
2020-05-15,35-44,m,0.0,AUT
2020-05-15,45-54,b,0.0,AUT
2020-05-15,45-54,f,0.0,AUT
2020-05-15,45-54,m,0.0,AUT
2020-05-15,5-14,b,0.0,AUT
2020-05-15,5-14,f,0.0,AUT
2020-05-15,5-14,m,0.0,AUT
2020-05-15,55-64,b,0.0,AUT
2020-05-15,55-64,f,0.0,AUT
2020-05-15,55-64,m,0.0,AUT
2020-05-15,65-74,b,1.0,AUT
2020-05-15,65-74,f,0.0,AUT
2020-05-15,65-74,m,1.0,AUT
2020-05-15,75-84,b,1.0,AUT
2020-05-15,75-84,f,0.0,AUT
2020-05-15,75-84,m,1.0,AUT
2020-05-15,85+,b,0.0,AUT
2020-05-15,85+,f,0.0,AUT
2020-05-15,85+,m,0.0,AUT
2020-05-16,0-4,b,0.0,AUT
2020-05-16,0-4,f,0.0,AUT
2020-05-16,0-4,m,0.0,AUT
2020-05-16,15-24,b,0.0,AUT
2020-05-16,15-24,f,0.0,AUT
2020-05-16,15-24,m,0.0,AUT
2020-05-16,25-34,b,0.0,AUT
2020-05-16,25-34,f,0.0,AUT
